iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.177073965438,0.179681659782,0.178740455011,0.605736882488,0.601825621656,0.602014479068,0.728521498821,0.726456914261,0.72632034632,123.779546123
10,0.163025399697,0.162963166848,0.161741369653,0.63261130457,0.632357570035,0.635694050992,0.752406459654,0.752699555367,0.753922694221,1185.18487234
20,0.194423571806,0.193992460601,0.194419019616,0.605559818214,0.605602769909,0.605350960025,0.753422130391,0.753346456693,0.752965283524,2238.46669519
30,0.137697963862,0.136547764771,0.138934685932,0.671821204431,0.67492917847,0.668429335851,0.758718449411,0.760646619155,0.756596885253,3299.56589608
40,0.193570584245,0.193607480019,0.193533439118,0.608628932302,0.60890777463,0.608435631099,0.7565205684,0.756754111198,0.75625048985,4353.01316289
50,0.150029477963,0.149756883051,0.14807958668,0.656062484015,0.65352533837,0.658734655335,0.752631876839,0.749559183209,0.754294520238,5398.15014872
60,0.167327018999,0.16783142528,0.16634226754,0.645477975172,0.644318539503,0.64910292729,0.769653585581,0.768442622951,0.771931260229,6422.00337113
70,0.161492860934,0.164183380468,0.162726683152,0.634814771095,0.628895184136,0.632294617564,0.737543125389,0.731282051282,0.734463790517,7459.33078206
80,0.134344014994,0.132745093038,0.133646826079,0.699226819335,0.703100409191,0.700283286119,0.789826780313,0.791834482759,0.790236595145,8510.35416065
90,0.137207103329,0.138304656904,0.139502219232,0.67634618033,0.67492917847,0.671262197041,0.734211164068,0.730088206468,0.729233640983,9524.41402778
100,0.138325345769,0.138843598825,0.139344893224,0.686694603474,0.680909663204,0.68328611898,0.775757917118,0.77021590072,0.772610169492,10553.9273094
110,0.126961274151,0.127401419011,0.129117525641,0.69499695056,0.693185395027,0.689770223481,0.75366648129,0.750464,0.748391708363,11590.7861031
120,0.120007235312,0.118848811938,0.120978745133,0.712978811309,0.716399118665,0.710040919106,0.756699964978,0.75854214123,0.754058094831,12634.9912766
130,0.121004101705,0.119288538596,0.121168880187,0.726868519939,0.73079949638,0.726408561536,0.799480031776,0.801370260698,0.799316586627,13649.2016847
140,0.12052439218,0.117932525735,0.120655797179,0.723071474945,0.727887944602,0.721561221278,0.783419497784,0.786674892042,0.78227910411,14693.1483063
150,0.114514520463,0.113107414025,0.114276753285,0.736587381219,0.738983317595,0.737677053824,0.802402632861,0.803250489353,0.803006665721,15700.5696715
160,0.115944066936,0.113798850467,0.114988139288,0.737216943084,0.740321057602,0.739943342776,0.806529642666,0.807804309843,0.80813710464,16719.9349905
170,0.111943840006,0.110303016683,0.112316982587,0.744437230715,0.747560591753,0.74302801385,0.805614581151,0.806746987952,0.804051459293,17649.5267947
180,0.109231346794,0.108025476717,0.10880233916,0.752542839717,0.755508341202,0.750708215297,0.816572361897,0.817589385311,0.814953271028,18546.6529475
190,0.108358590172,0.107590234332,0.106769630143,0.748706447107,0.749606547057,0.752533836953,0.806261281075,0.805928275189,0.808980028184,19422.1960162
200,0.108389326911,0.106950690342,0.107331402463,0.756674339452,0.762039660057,0.758640226629,0.817003521439,0.820235406016,0.818207681366,20293.2597266
210,0.110125581963,0.108738451232,0.109185948222,0.752936315883,0.755744412968,0.75587031791,0.81222524597,0.813439115278,0.814236443763,21187.0705257
220,0.106593545966,0.106044991082,0.105990033444,0.754333156269,0.756295247088,0.754044696254,0.813490463175,0.813848650598,0.81312479074,22083.1050047
230,0.108116539718,0.10720945809,0.108135707869,0.759035196443,0.761488825936,0.75801070192,0.820363145698,0.821464334099,0.819513569349,22942.5690142
